species	superkingdom	phylum	class	order	family
2554235505	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2554235506	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae
2554235507	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
2554235508	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235509	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2554235510	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
2554235511	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae
2554235747	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2554235749	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
2556793003	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
2556793017	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae
2556793022	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2556921005	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2556921008	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae
2556921009	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2556921010	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae
2556921013	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
2556921014	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
2556921017	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae
2556921018	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae
2556921022	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2556921023	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2556921024	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2556921025	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2556921042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2556921043	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2556921045	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
2556921109	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2556921110	Bacteria	Firmicutes	Bacilli	Bacillales	NA
2556921112	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae
2556921625	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2556921650	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae
2556921651	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
2556921655	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2556921657	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae
2556921662	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae
2556921666	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae
2558309002	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
2558309009	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
2558309010	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae
2558309035	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2558309037	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
2558309061	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2558309070	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
2558309082	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2558309084	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2558309093	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2558309102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2558309103	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae
2558309119	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae
2558860114	Bacteria	Firmicutes	Bacilli	Bacillales	NA
2558860141	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
2558860165	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
2558860198	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae
2558860244	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2558860245	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2558860250	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
2558860262	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2558860432	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2558860433	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2558860475	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2558860912	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
2558860913	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
2558860968	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
2558860971	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
2558860973	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2558860975	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2558860994	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2561511002	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
2561511040	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
2561511042	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae
2561511089	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae
2561511090	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2561511096	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
2561511102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2561511127	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae
2561511129	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2561511138	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
2561511139	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
2561511140	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae
2561511141	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
2561511152	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2561511172	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
2561511173	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
2561511183	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae
2561511186	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
2561511195	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2561511217	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2561511218	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2561511235	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae
2561511239	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae
2561511240	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae
2562617005	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2562617008	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2562617037	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2562617039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
2562617041	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2562617043	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2562617048	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Bryobacteraceae
2562617052	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
2562617054	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae
2562617059	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2562617102	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2562617112	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2562617116	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2562617127	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2562617128	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2562617131	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae
2562617191	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
2562617192	Bacteria	NA	NA	Haloplasmatales	Haloplasmataceae
2562617193	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae
2562617200	Bacteria	Firmicutes	Bacilli	Bacillales	NA
2563366500	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae
2563366505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae
2563366506	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae
2563366519	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3
2563366535	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae
2563366540	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2563366543	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae
2563366554	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2563366569	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
2563366593	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2563366603	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae
2563366630	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
2563366724	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
2563366726	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2563366728	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
2563366730	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2563366732	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
2563366737	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2563366744	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2563366745	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2563366749	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae
2563366752	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2563366756	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2563367005	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
2563367073	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2563367137	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2563367138	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2563367176	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae
2565956506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
2565956509	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
2565956510	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae
2565956515	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae
2565956517	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
2565956520	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2565956521	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2565956524	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae
2565956526	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae
2565956555	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
2565956558	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA
2565956590	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2565956684	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2565956695	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2565956761	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
2565956771	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2565956772	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2565956811	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2565957137	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2565957139	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
2565957142	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
2568526002	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
2568526004	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2568526005	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
2568526006	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
2568526008	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2568526009	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVI. Incertae Sedis
2568526028	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
2568526052	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2568526208	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
2568526214	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
2568526245	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2568526406	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
2568526408	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2568526677	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2568526744	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2571042000	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2571042002	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2571042004	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae
2571042005	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
2571042011	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
2571042012	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae
2571042017	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
2571042057	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2571042120	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
2571042143	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2571042192	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2571042222	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2571042363	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
2571042364	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2571042365	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2571042376	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2571042380	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2571042588	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
2571042632	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
2571042681	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2571042709	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
2571042717	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
2571042748	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
2571042755	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
2571042837	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2571042840	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
2571042868	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2571042905	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2571042913	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
2571042914	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2571042915	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
2571042920	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae
2574179700	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
2574179701	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2574179702	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae
2574179704	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae
2574179706	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2574179707	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
2574179718	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2574179722	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2574179723	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
2574179725	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
2574179726	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
2574179733	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2574179734	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2574179735	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
2574179738	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
2574179743	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
2574179744	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2574179746	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae
2574179751	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2574179752	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae
2574179766	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA
2574179767	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
2574179771	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
2574179772	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae
2574179773	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2574179782	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae
2574179785	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2574179788	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
2574179792	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
2574179793	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2574179795	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
2574179938	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
2574180318	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
2574180434	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
2574180435	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
2574180448	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae
2574180450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
2574180451	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae
