microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
soeC	K21309	NA	NA	sulfite dehydrogenase (quinone) subunit SoeC 	NA
fccA	K17230	NA	NA	cytochrome subunit of sulfide dehydrogenase 	NA
fccB	K17229	1.8.2.3	NA	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3] 	NA
sqr	K17218	1.8.5.4	NA	sulfide:quinone oxidoreductase [EC:1.8.5.4] 	NA
sor	K16952	1.13.11.55	NA	sulfur oxygenase/reductase [EC:1.13.11.55] 	NA
phsA	K08352	1.8.5.5	NA	thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5] 	NA
phsB	K08353	NA	NA	thiosulfate reductase electron transport protein 	NA
phsC	K08354	NA	NA	thiosulfate reductase cytochrome b subunit 	NA
sseA	K01011	2.8.1.1;2.8.1.2	NA	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2] 	NA
soxB	K17224	3.1.6.20	NA	S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20] 	NA
soxC	K17225	NA	NA	sulfane dehydrogenase subunit SoxC 	NA
soxD	K22622	1.8.2.6	NA	S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6] 	NA
doxA	K16936	1.8.5.2	NA	thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2] 	NA
doxD	K16937	1.8.5.2	NA	thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2] 	NA
tsdA	K19713	1.8.2.2	NA	thiosulfate dehydrogenase [EC:1.8.2.2]	NA
ttrA	K08357	NA	NA	tetrathionate reductase subunit A 	NA
ttrB_dsrO	K08358	NA	NA	tetrathionate reductase subunit B 	NA
ttrC	K08359	NA	NA	tetrathionate reductase subunit C 	NA
dmsA	K07306	1.8.5.3	NA	anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3] 	NA
dmsB	K07307	NA	NA	anaerobic dimethyl sulfoxide reductase subunit B 	NA
dmsC	K07308	NA	NA	anaerobic dimethyl sulfoxide reductase subunit C 	NA
dddL	K16953	4.4.1.3	NA	dimethylpropiothetin dethiomethylase [EC:4.4.1.3] 	NA
hdrA1	K22480	1.8.7.3	NA	heterodisulfide reductase subunit A1 [EC:1.8.7.3] 	NA
hdrB1	K22481	1.8.7.3	NA	heterodisulfide reductase subunit B1 [EC:1.8.7.3] 	NA
hdrC1	K22482	1.8.7.3	NA	heterodisulfide reductase subunit C1 [EC:1.8.7.3] 	NA
hdrA2	K03388	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6	NA	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	NA
hdrB2	K03389	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6	NA	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	NA
hdrC2	K03390	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6	NA	heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	NA
cysNC	K00955	2.7.7.4;2.7.1.25	NA	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25] 	NA
cysN	K00956	2.7.7.4	NA	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4] 	NA
cysD	K00957	2.7.7.4	NA	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4] 	NA
cysC	K00860	2.7.1.25	NA	adenylylsulfate kinase [EC:2.7.1.25] 	NA
cysH	K00390	1.8.4.8;1.8.4.10	NA	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10] 	NA
cysI	K00381	1.8.1.2	NA	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2] 	NA
cysJ	K00380	1.8.1.2	NA	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2] 	NA
sir	K00392	1.8.7.1	NA	sulfite reductase (ferredoxin) [EC:1.8.7.1] 	NA
katE	K03781	1.11.1.6	NA	catalase [EC:1.11.1.6]	NA
katG	K03782	1.11.1.21	NA	catalase-peroxidase [EC:1.11.1.21]	1
algK	K19292	NA	NA	alginate biosynthesis protein AlgK	NA
algE	K16081	NA	1.B.13.1.1_P18895;1.B.13.1.2_Q44497;1.B.13.1.7_Q0VSL2	alginate production protein	NA
pslA	K20997	NA	NA	polysaccharide biosynthesis protein PslA	NA
pslB	K16011	2.7.7.13;5.3.1.8	NA	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	NA
pslD	K20987	NA	1.B.18	polysaccharide biosynthesis/export protein PslD	NA
pslE	K20998	NA	NA	polysaccharide biosynthesis protein PslE	NA
pslF	K20999	NA	NA	polysaccharide biosynthesis protein PslF	NA
pslG	K21000	NA	NA	polysaccharide biosynthesis protein PslG	NA
pslH	K21001	NA	NA	polysaccharide biosynthesis protein PslH	NA
pslI	K21002	NA	NA	polysaccharide biosynthesis protein PslI	NA
pslJ	K21003	NA	NA	polysaccharide biosynthesis protein PslJ	NA
pslK	K21004	NA	NA	polysaccharide biosynthesis protein PslK	NA
pslL	K21005	NA	NA	polysaccharide biosynthesis protein PslL	NA
pelA	K21006	NA	NA	polysaccharide biosynthesis protein PelA	NA
pelB	K21007	NA	NA	polysaccharide biosynthesis protein PelB	NA
pelC	K21008	NA	NA	polysaccharide biosynthesis protein PelC	NA
pelD	K21009	NA	NA	polysaccharide biosynthesis protein PelD	NA
pelE	K21010	NA	NA	polysaccharide biosynthesis protein PelE	NA
pelF	K21011	NA	NA	polysaccharide biosynthesis protein PelF	NA
pelG	K21012	NA	NA	polysaccharide biosynthesis protein PelG	NA
vexA	K22924	NA	1.B.18.2.1	Vi polysaccharide export protein VexA	NA
vexB	K22921	NA	3.A.1.101.2	Vi polysaccharide transport system permease protein	NA
vexC	K22923	7.6.2.12	3.A.1.101.2	Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]	NA
vexD	K22922	NA	3.A.1.101.2	Vi polysaccharide transport system permease protein	NA
lptA	K09774	NA	1.B.42.1.2_P0ADV1	lipopolysaccharide export system protein LptA	NA
lptB	K06861	7.5.2.5	1.B.42.1.2_P0A9V1;3.A.1.142.1_Q8DNB9;3.A.1.152.1_Q9HVV6	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	NA
lptC	K11719	NA	1.B.42.1.2_P0ADW0	lipopolysaccharide export system protein LptC	NA
lptD	K04744	NA	1.B.42.1.12_L0KAJ8;1.B.42.1.1_Q9K187;1.B.42.1.2_P31554;1.B.42.1.3_Q1D8U8;1.B.42.1.4_Q215S1;1.B.42.1.5_E8QT47;1.B.42.1.6_B4U7L6;1.B.42.1.9_B3DWJ6	LPS-assembly protein	NA
lptE	K03643	NA	1.B.42.1.2_P0ADC1	LPS-assembly lipoprotein	NA
lptF	K07091	NA	1.B.42.1.2_P0AF98;3.A.1.152.1_Q9HXH4;3.A.1.152.3_Q5SL96	lipopolysaccharide export system permease protein	NA
lptG	K11720	NA	1.B.42.1.2_P0ADC6;3.A.1.152.1_Q9HXH5	lipopolysaccharide export system permease protein	NA
wzxC	K16695	NA	2.A.66.2.7_P77377	lipopolysaccharide exporter wzxC; colanic acid exporter	NA
wcaB	K03819	2.3.1.-	NA	putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]	NA
wcaC	K13684	2.4.-.-	NA	putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]	NA
wcaD	K13620	NA	NA	putative colanic acid polymerase wcaD; predicted colanic acid polymerase 	NA
wcaE	K13683	2.4.-.-	NA	putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-] 	NA
wcaF	K03818	2.3.1.-	NA	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	NA
wcaI	K03208	NA	NA	colanic acid biosynthesis glycosyl transferase WcaI	NA
wcaJ	K03606	NA	NA	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	NA
wcaK	K16710	NA	NA	colanic acid/amylovoran biosynthesis protein	NA
wcaL	K16703	2.4.-.-	NA	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	NA
wcaM	K16711	NA	NA	colanic acid biosynthesis protein WcaM	NA
exoF	K16552	NA	1.B.18.1.1_Q02728	exopolysaccharide production protein ExoF	NA
exoY	K16566	NA	NA	exopolysaccharide production protein ExoY	NA
groES	K04078	NA	NA	chaperonin GroES, HSP10	1
grpE	K03687	NA	NA	molecular chaperone GrpE, HSP24	1
dnaJ	K03686	NA	NA	molecular chaperone DnaJ, HSP40	NA
groEL	K04077	NA	NA	chaperonin GroEL, HSP60	1
cct	K22447	NA	NA	archaeal chaperonin, HSP60	NA
dnaK	K04043	NA	NA	molecular chaperone DnaK, HSP70	NA
hslU	K03667	NA	NA	ATP-dependent HslUV protease ATP-binding subunit HslU, HSP100	1
clpA	K03694	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpA, HSP100	1
clpB	K03695	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpB, HSP100	1
clpC	K03696	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpC, HSP100	1
clpE	K03697	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpE, HSP100	1
clpL	K04086	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpL, HSP100	1
clpX	K03544	NA	NA	ATP-dependent Clp protease ATP-binding subunit ClpX, HSP100	1
hrcA	K03705	NA	NA	heat-inducible transcriptional repressor	NA
mazF	K07171	3.1.-.-	NA	mRNA interferase MazF [EC:3.1.-.-]	1
mazE	K07172	NA	NA	antitoxin MazE	1
relE	K06218	NA	NA	mRNA interferase RelE/StbE	1
relB	K18918	NA	NA	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB	1
phoQ	K07637	2.7.13.3	NA	two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	NA
phoP	K07660	NA	NA	two-component system, OmpR family, response regulator PhoP	NA
sodA	K04564	1.15.1.1	NA	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	1
cspA	K03704	NA	NA	cold shock protein	1
desA	K10255	1.14.19.23;1.14.19.45	NA	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	1
desK	K07778	2.7.13.3	NA	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	1
desR	K07693	NA	NA	two-component system, NarL family, response regulator DesR	1
deaD	K05592	3.6.4.13	NA	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	NA
rnr	K12573	3.1.13.1	NA	ribonuclease R [EC:3.1.13.1]	NA
pnp	K00962	2.7.7.8	NA	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	NA
ahpC_1	K03386	1.11.1.24	NA	peroxiredoxin 2/4 [EC:1.11.1.24]	1
ahpC_2	K24119	1.11.1.26	NA	NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]	NA
ahpC_3	K24126	1.11.1.28	NA	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	NA
ahpF	K03387	1.8.1.-	NA	NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	1
proB	K00931	2.7.2.11	NA	glutamate 5-kinase [EC:2.7.2.11]	1
proA	K00147	1.2.1.41	NA	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	1
proC	K00286	1.5.1.2	NA	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1
rocD	K00819	2.6.1.13	NA	ornithine--oxo-acid transaminase [EC:2.6.1.13]	1
ocd	K01750	4.3.1.12	NA	ornithine cyclodeaminase [EC:4.3.1.12]	1
otsA	K00697	2.4.1.15;2.4.1.347	NA	trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	1
otsB	K01087	3.1.3.12	NA	trehalose 6-phosphate phosphatase [EC:3.1.3.12]	1
tps	K16055	2.4.1.15;3.1.3.12	NA	trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]	1
betA	K00108	1.1.99.1	NA	choline dehydrogenase [EC:1.1.99.1]	NA
gbsB	K11440	1.1.1.1	NA	choline dehydrogenase [EC:1.1.1.1]	NA
codA	K17755	1.1.3.17	NA	choline oxidase [EC:1.1.3.17]	NA
betB	K00130	1.2.1.8	NA	betaine-aldehyde dehydrogenase [EC:1.2.1.8]	NA
ggs	K21349	2.4.1.268	NA	glucosylglycerate synthase [EC:2.4.1.268]	NA
gpgP	K22306	3.1.3.85	NA	glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85]	NA
mggA	K21369	2.4.1.270	NA	mannosylglucosyl-3-phosphoglycerate synthase [EC:2.4.1.270]	NA
mggS	K22908	2.4.1.-	NA	mannosylglucosylglycerate synthase [EC:2.4.1.-]	NA
mngA	K05947	2.4.1.217	NA	mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]	NA
mngB	K07026	3.1.3.70	NA	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	NA
mgs	K18818	2.4.1.269	NA	mannosylglycerate synthase [EC:2.4.1.269]	NA
proP	K03762	NA	2.A.1.6.4_P0C0L7	MFS transporter, MHS family, proline/betaine transporter	NA
proV	K02000	3.6.3.32	3.A.1.12.12_Q9HTI8;3.A.1.12.1_P14175;3.A.1.12.2_P46920;3.A.1.12.5_Q9RQ06;3.A.1.12.6_Q9KKE1;3.A.1.12.9_Q8U4S5	glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]	NA
proW	K02001	NA	3.A.1.12.12_Q9HTI7;3.A.1.12.1_P14176;3.A.1.12.2_P46921;3.A.1.12.6_Q9KKE2;3.A.1.12.9_Q8U4S4	glycine betaine/proline transport system permease protein	NA
proX	K02002	NA	3.A.1.12.12_Q9HTH6;3.A.1.12.12_Q9HTI6;3.A.1.12.12_Q9HZ04;3.A.1.12.1_P0AFM2;3.A.1.12.2_P46921;3.A.1.12.2_P46922;3.A.1.12.5_Q9RQ05;3.A.1.12.6_Q9KKE3;3.A.1.12.9_Q8U4S3	glycine betaine/proline transport system substrate-binding protein	NA
betL	K05020	NA	2.A.15.1.11_Q9X4A5;2.A.15.1.1_P54417	glycine betaine transporter	NA
betT	K02168	NA	2.A.15.1.3_Q4ZLW8;2.A.15.1.5_Q92WM0;2.A.15.1.9_Q6F754	choline/glycine/proline betaine transport protein	NA
mscS	K03442	NA	1.A.23.2	small conductance mechanosensitive channel	NA
mscL	K03282	NA	1.A.22.1.1_P0A742;1.A.22.1.3_P94585	large conductance mechanosensitive channel	NA
oxyR	K04761	NA	NA	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	1
soxR	K13639	NA	NA	MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR	1
perR	K09825	NA	NA	Fur family transcriptional regulator, peroxide stress response regulator	1
ohrR	K23775	NA	NA	MarR family transcriptional regulator, organic hydroperoxide resistance regulator	1
ureA	K01430	3.5.1.5	NA	urease subunit gamma [EC:3.5.1.5]	NA
ureB	K01429	3.5.1.5	NA	urease subunit beta [EC:3.5.1.5]	NA
ureC	K01428	3.5.1.5	NA	urease subunit alpha [EC:3.5.1.5]	NA
ureAB	K14048	3.5.1.5	NA	urease subunit gamma/beta [EC:3.5.1.5]	NA
adiC	K03759	NA	2.A.3.2.5_P60061	arginine:agmatine antiporter	NA
adiA	K01584	4.1.1.19	NA	arginine decarboxylase [EC:4.1.1.19]	NA
speA	K01585	4.1.1.19	NA	arginine decarboxylase [EC:4.1.1.19]	NA
pdaD	K02626	4.1.1.19	NA	arginine decarboxylase [EC:4.1.1.19]	NA
rocF	K01476	3.5.3.1	NA	arginase [EC:3.5.3.1]	NA
glsA	K01425	3.5.1.2	NA	glutaminase [EC:3.5.1.2]	NA
gadAB	K01580	4.1.1.15	NA	glutamate decarboxylase [EC:4.1.1.15]	NA
gadC	K20265	NA	2.A.3.7.1;2.A.3.7.3	glutamate:GABA antiporter	NA
cadA	K01582	4.1.1.18	NA	lysine decarboxylase [EC:4.1.1.18]	NA
cadB	K03757	NA	NA	cadaverine:lysine antiporter	NA
speF	K01581	4.1.1.17	NA	ornithine decarboxylase [EC:4.1.1.17]	NA
potE	K03756	NA	NA	putrescine:ornithine antiporter	NA
hdeA	K19777	NA	NA	acid stress chaperone HdeA	NA
hdeB	K19778	NA	NA	acid stress chaperone HdeB	NA
cfa	K00574	2.1.1.79	NA	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	NA
nrsS	K11328	2.7.13.3	NA	two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]	NA
nrsR	K11330	NA	NA	two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR	NA
arcA	K07773	NA	NA	two-component system, OmpR family, aerobic respiration control protein ArcA	NA
arcB	K07648	2.7.13.3	NA	two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]	NA
devS	K07682	2.7.13.3	NA	two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]	NA
devR	K07695	NA	NA	two-component system, NarL family, response regulator DevR	NA
regA	K15012	NA	NA	two-component system, response regulator RegA	NA
regB	K15011	2.7.13.3	NA	two-component system, sensor histidine kinase RegB [EC:2.7.13.3]	NA
resE	K07651	2.7.13.3	NA	two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]	NA
resD	K07775	NA	NA	two-component system, OmpR family, response regulator ResD	NA
prrA	K07671	NA	NA	two-component system, OmpR family, response regulator PrrA	NA
prrB	K07655	2.7.13.3	NA	two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]	NA
nreB	K07683	2.7.13.3	NA	two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]	NA
baeR	K07664	NA	NA	two-component system, OmpR family, response regulator BaeR	NA
baeS	K07642	2.7.13.3	NA	two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]	NA
cpxA	K07640	2.7.13.3	NA	two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	NA
cpxR	K07662	NA	NA	two-component system, OmpR family, response regulator CpxR	NA
cpxP	K06006	NA	NA	periplasmic protein CpxP/Spy	NA
pspA	K03969	NA	NA	phage shock protein A	NA
pspB	K03970	NA	NA	phage shock protein B	NA
pspC	K03973	NA	NA	phage shock protein C	NA
pspD	K03971	NA	NA	phage shock protein D	NA
aaeB	K03468	NA	2.A.85.1.2	p-hydroxybenzoic acid efflux pump subunit AaeB	NA
aapJ	K09969	NA	3.A.1.3.18_Q8YPM9;3.A.1.3.26_P45766;3.A.1.3.7_Q52663;3.A.1.3.8_Q52812	general L-amino acid transport system substrate-binding protein	NA
aapQ	K09970	NA	3.A.1.3.18_Q8YPM8;3.A.1.3.26_P45767;3.A.1.3.7_Q52664;3.A.1.3.8_Q52813	general L-amino acid transport system permease protein	NA
aapM	K09971	NA	3.A.1.3.18_Q8YPM7;3.A.1.3.26_P45768;3.A.1.3.7_Q52665;3.A.1.3.8_Q52814	general L-amino acid transport system permease protein	NA
aapP	K09972	3.6.3.-	3.A.1.3.16_A3ZI83;3.A.1.3.26_P45769;3.A.1.3.7_Q52666;3.A.1.3.8_Q52815	general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	NA
abgT	K12942	NA	2.A.68.1.1_P46133;2.A.68.1.3_D9QJW1;2.A.68.1.4_Q0VR69	aminobenzoyl-glutamate transport protein	NA
acrD	K18324	NA	2.A.6.2.7_P24177	multidrug efflux pump	NA
acrF	K18142	NA	2.A.6.2.2_P31224	multidrug efflux pump	NA
actP	K14393	NA	2.A.21.7.2_P32705;2.A.21.7.3_Q8NS49;2.A.21.7.4_D5AU53;2.A.21.7.5_D5APM1	cation/acetate symporter	NA
adeB	K18146	NA	2.A.6.2.40	multidrug efflux pump	NA
adeC	K18147	NA	1.B.17;2.A.6.2.40	outer membrane protein, multidrug efflux system	NA
afuA	K02012	NA	3.A.1.20.2_Q9KLQ7;3.A.1.10.4_Q82VN7;3.A.1.10.5_Q56925	iron(III) transport system substrate-binding protein	NA
afuB	K02011	NA	3.A.1.20.2_Q9KLQ6;3.A.1.10.4_Q82VN6;3.A.1.10.5_Q56926	iron(III) transport system permease protein	NA
afuC	K02010	3.6.3.30	3.A.1.1.14_Q97UF2;3.A.1.20.2_Q9KLQ5;3.A.1.10.4_Q82VN5;3.A.1.10.5_A1JLH0;3.A.1.19.2_Q73RE4	iron(III) transport system ATP-binding protein [EC:3.6.3.30]	NA
agaEIIA	K02744	2.7.1.69	4.A.6.1.14_Q8DR78;4.A.6.1.23_C1A8G0	PTS system, N-acetylgalactosamine-specific IIA component [EC:2.7.1.69]	NA
agaEIIB	K02745	2.7.1.69	4.A.6.1.14_Q8DR76;4.A.6.1.4_Q9KIQ4	PTS system, N-acetylgalactosamine-specific IIB component [EC:2.7.1.69]	NA
agaEIIC	K02746	NA	4.A.6.1.14_Q8DR75;4.A.6.1.4_Q9KIQ3;4.A.6.1.9_Q97N93	PTS system, N-acetylgalactosamine-specific IIC component	NA
agaEIID	K02747	NA	4.A.6.1.14_Q8DR74;4.A.6.1.20_H1XXZ1;4.A.6.1.4_Q9KIQ2	PTS system, N-acetylgalactosamine-specific IID component	NA
aglE	K10232	NA	3.A.1.1.32_Q55471;3.A.1.1.8_Q9Z3R5	alpha-glucoside transport system substrate-binding protein	NA
aglF	K10233	NA	3.A.1.1.32_Q55472;3.A.1.1.8_Q9Z3R6	alpha-glucoside transport system permease protein	NA
aglG	K10234	NA	3.A.1.1.32_Q55473;3.A.1.1.8_Q9Z3R7	alpha-glucoside transport system permease protein	NA
aglK	K10235	NA	3.A.1.1.17_Q9R9Q4;3.A.1.1.4_Q01937;3.A.1.1.8_Q9Z3R9	alpha-glucoside transport system ATP-binding protein	NA
msmX	K10112	NA	3.A.1.1.14_Q97UF2;3.A.1.1.16_Q8TZQ3;3.A.1.1.22_Q9X103;3.A.1.1.23_P96483;3.A.1.1.24_Q72L52;3.A.1.1.25_Q72L52;3.A.1.1.26_P94360;3.A.1.1.27_Q8DT25;3.A.1.1.28_Q00752;3.A.1.1.30_Q88P35;3.A.1.1.31_O50454;3.A.1.1.32_Q55035;3.A.1.1.33_Q9L0Q1;3.A.1.1.34_O32151;3.A.1.1.34_P94360;3.A.1.1.45_Q8NMV1;3.A.1.1.46_P77481	multiple sugar transport system ATP-binding protein	NA
aguE	K17241	NA	3.A.1.1.39	alpha-1,4-digalacturonate transport system substrate-binding protein	NA
aguF	K17242	NA	3.A.1.1.39	alpha-1,4-digalacturonate transport system permease protein	NA
aguG	K17243	NA	3.A.1.1.39	alpha-1,4-digalacturonate transport system permease protein	NA
allP	K10975	NA	2.A.39.3.8	allantoin permease	NA
alsA	K10551	3.6.3.17	3.A.1.2.6_P32721	D-allose transport system ATP-binding protein [EC:3.6.3.17]	NA
alsB	K10549	NA	3.A.1.2.6_P39265	D-allose transport system substrate-binding protein	NA
alsC	K10550	NA	3.A.1.2.6_P32720	D-allose transport system permease protein	NA
ameC	K18904	NA	1.B.17.3.1_P24145	outer membrane protein, multidrug efflux system	NA
amiS	K22112	NA	1.A.29.1.1;1.A.29.1.2;1.A.29.1.6	amide transporter protein	NA
ampG	K08218	NA	2.A.1.25.5_G3XCT7	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG	NA
amsL	K16696	NA	2.A.66.2.8_D4HW93	exopolysaccharide (amylovoran) exporter	NA
amt	K03320	NA	1.A.11	ammonium transporter, Amt family	NA
ansP	K11738	NA	2.A.3.1.24_P77610;2.A.3.1.8_P40812	L-asparagine permease	NA
aotJ	K10022	NA	3.A.1.3.11_O50181	arginine/ornithine transport system substrate-binding protein	NA
aotM	K10023	NA	3.A.1.3.11_O50183	arginine/ornithine transport system permease protein	NA
aotQ	K10024	NA	3.A.1.3.11_O50182	arginine/ornithine transport system permease protein	NA
aotP	K10025	3.6.3.-	3.A.1.3.11_O30506;3.A.1.3.1_P02915;3.A.1.3.23_Q9HU32	arginine/ornithine transport system ATP-binding protein [EC:3.6.3.-]	NA
araN	K17234	NA	3.A.1.1.34_P94528	arabinosaccharide transport system substrate-binding protein	NA
araP	K17235	NA	3.A.1.1.34_P94529	arabinosaccharide transport system permease protein	NA
araQ	K17236	NA	3.A.1.1.34_P94530	arabinosaccharide transport system permease protein	NA
araF	K10537	NA	3.A.1.2.2_P02924	L-arabinose transport system substrate-binding protein	NA
araG	K10539	3.6.3.17	3.A.1.2.2_P0AAF3	L-arabinose transport system ATP-binding protein [EC:3.6.3.17]	NA
araH	K10538	NA	3.A.1.2.2_P0AE26	L-arabinose transport system permease protein	NA
araE	K02100	NA	2.A.1.1.2_P0AE24;2.A.1.1.55_P96710	MFS transporter, SP family, arabinose:H+ symporter	NA
araJ	K08156	NA	2.A.1.2.14_P23910	MFS transporter, DHA1 family, arabinose polymer utilization protein	NA
arcD	K03758	NA	2.A.3.2.10_F2HL52;2.A.3.2.11_F2HL56;2.A.3.2.3_P18275;2.A.3.2.4_P35865;2.A.3.2.6_O32204;2.A.3.2.7_Q9Z6M8;2.A.3.2.8_P0AAE5	arginine:ornithine antiporter / lysine permease	NA
arg1	K23055	NA	3.A.1.3.23	lysine/arginine/ornithine/histidine/octopine transport system substrate-binding protein	NA
arg2	K23056	NA	3.A.1.3.23	lysine/arginine/ornithine/histidine/octopine transport system permease protein	NA
arg3	K23057	NA	3.A.1.3.23	lysine/arginine/ornithine/histidine/octopine transport system permease protein	NA
arg4	K23058	7.4.2.1	3.A.1.3.23	lysine/arginine/ornithine/histidine/octopine transport system ATP-binding protein [EC:7.4.2.1]	NA
argT	K10013	NA	3.A.1.3.11_O50181;3.A.1.3.1_P09551;3.A.1.3.29_P09551;3.A.1.3.29_P0AEU0	lysine/arginine/ornithine transport system substrate-binding protein	NA
arnE	K12962	NA	2.A.7.22.1_Q47377	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE	NA
arsB1	K03893	NA	2.A.45.1;3.A.4.1	arsenical pump membrane protein	NA
arsB2	K03325	NA	2.A.59	arsenite transporter, ACR3 family	NA
artJ	K09996	NA	3.A.1.3.3_P30860	arginine transport system substrate-binding protein	NA
artI	K09997	NA	3.A.1.3.3_P30859;3.A.1.3.3_P30860	arginine transport system substrate-binding protein	NA
artM	K09998	NA	3.A.1.3.3_P0AE30	arginine transport system permease protein	NA
artQ1	K09999	NA	3.A.1.3.3_P0AE34	arginine transport system permease protein	NA
artP1	K10000	3.6.3.-	3.A.1.3.3_P0AAF6	arginine transport system ATP-binding protein [EC:3.6.3.-]	NA
artQ2	K17077	NA	3.A.1.3.15;3.A.1.3.27	arginine/lysine/histidine transport system permease protein	NA
artP2	K23059	NA	3.A.1.3.15;3.A.1.3.27	arginine/lysine/histidine transporter system substrate-binding protein	NA
artR	K23060	7.4.2.1	3.A.1.3.15;3.A.1.3.27	arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]	NA
ascEIIB	K02752	2.7.1.69	NA	PTS system, arbutin-, cellobiose-, and salicin-specific IIB component [EC:2.7.1.69]	NA
ascEIIC	K02753	NA	NA	PTS system, arbutin-, cellobiose-, and salicin-specific IIC component	NA
atoE	K02106	NA	2.A.73.1.1_P76460	short-chain fatty acids transporter	NA
attA1	K11080	NA	3.A.1.11.3	mannopine transport system ATP-binding protein	NA
attB	K11078	NA	3.A.1.11.3	mannopine transport system permease protein	NA
attC	K11077	NA	3.A.1.11.3	mannopine transport system substrate-binding protein	NA
