microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
K08954	281.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K08970	118.1	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K08977	162.4	8.84e-01	0.8837	1	6.29e-07	0.1163	1.00e+00
K09016	347.5	9.90e-01	0.98953	1.000	2.52e-07	0.01047	0.999999
K09473	314.1	9.69e-01	0.9659	1.000	6.30e-07	0.03409	1.00e+00
K09474	90.4	0.995272	0.99763	1.000	3.78e-07	0.00237	1.00e+00
K09477	791.6	9.61e-01	0.9249	1	0.00e+00	0.07510	1.00e+00
K09607	174.6	9.92e-01	0.98477	1	0.00e+00	0.01523	1.00e+00
K09612	146.9	1.00e+00	1.0000	1	0.00e+00	0.00000	1.00e+00
K09688	135.6	0.99514	0.99225	1.000	1.26e-07	0.00775	0.999999
K09689	190.5	0.972015	0.96125	1.000	1.13e-06	0.03875	1.00e+00
K09690	202.5	0.767571	0.74830	1.000	3.74e-05	0.251696	0.999916
K09691	374.4	0.719934	0.612903	1.000	1.61e-05	0.387097	0.99991
K09692	193.4	0.894654	0.84547	1.000	3.78e-06	0.15453	1.00e+00
K09693	358.2	0.876061	0.78899	1.000	1.01e-06	0.21101	1.00e+00
K09694	163.1	0.999021	0.99804	1.000	0.00e+00	0.00196	1.00e+00
K09695	444.9	0.651054	0.64501	1.000	1.83e-05	0.35499	1.00e+00
K09696	201.4	9.94e-01	0.99441	1.000	2.52e-07	0.00559	1.00e+00
K09697	285.1	3.24e-01	0.94708	1.000	1.77e-04	0.05292	1.00e+00
K09709	45.4	0.876087	0.97108	1	1.28e-05	0.02892	1.00e+00
K09774	56.4	0.998338	0.998575	1	5.04e-07	0.001425	0.999999
K09808	247.7	0.940880	0.928086	1.000	2.15e-05	0.071914	0.999944
K09810	307.0	0.741083	0.643352	1.000	3.21e-05	0.356648	0.999845
K09813	368.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K09814	351.2	9.94e-01	0.9882	1.000	0.00e+00	0.0118	1.00e+00
K09815	230.1	0.865677	0.80689	1	2.24e-05	0.193112	0.999902
K09816	250.8	0.889544	0.817853	1.000	7.30e-06	0.182147	0.999929
K09817	307.3	0.375451	0.358361	1.000	1.91e-04	0.641639	0.999586
K09818	399.6	7.95e-01	0.66	1.000	0.00e+00	0.34	1.00e+00
K09819	347.6	6.40e-01	0.67708	1.000	1.06e-05	0.32292	1.00e+00
K09820	321.9	6.39e-01	0.57143	1.000	4.78e-06	0.42857	0.999986
K09825	156.8	0.772938	0.638103	1.000	2.14e-06	0.361897	0.999938
K09844	50.9	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K09845	609.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K09846	373.8	9.94e-01	0.9877	1.000	0.00e+00	0.0123	1.00e+00
K09847	320.3	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K09879	165.6	9.97e-01	0.99479	1.000	0.00e+00	0.00521	1.00e+00
K09933	60.8	0.999541	0.999083	1	0.00e+00	0.000917	1.000000
K09936	31.6	0.999567	0.999135	1	0.00e+00	0.000865	1.000000
K09969	163.3	0.993191	0.994037	1.000	1.13e-06	0.005963	0.999998
K09970	245.1	0.988649	0.99203	1.000	1.64e-06	0.00797	0.999997
K09971	296.0	0.983051	0.98083	1.000	1.64e-06	0.0192	0.999996
K09972	418.0	0.879319	0.880569	1.000	1.62e-05	0.119431	0.999968
K09996	368.0	0.714754	0.5590	1.000	3.78e-07	0.44103	1.00e+00
K09997	383.6	0.861439	0.7566	1.000	0.00e+00	0.24340	1.00e+00
K09998	254.4	0.997015	0.99405	1.000	0.00e+00	0.00595	1.00e+00
K09999	254.1	0.991045	0.98225	1.000	0.00e+00	0.01775	1.00e+00
K10000	336.3	0.997009	0.994	1.000	0.00e+00	0.00596	1.00e+00
K10001	228.4	0.991977	0.98408	1.000	0.00e+00	0.015919	0.999997
K10002	243.8	0.990111	0.9977	1.000	1.89e-06	0.00234	0.999998
K10003	244.4	0.988777	0.99524	1.000	1.89e-06	0.00476	0.999998
K10004	401.3	0.961411	0.98309	1.000	6.93e-06	0.01691	0.999991
K10005	295.3	0.948498	0.90389	1.000	1.26e-07	0.09611	1.00e+00
K10006	233.4	0.973162	0.98349	1.000	2.01e-06	0.01651	1.00e+00
K10007	268.4	0.982699	1.00000	1.000	1.89e-06	0.00000	1.00e+00
K10008	419.2	0.993007	0.98611	1.000	0.00e+00	0.01389	1.00e+00
K10009	260.4	0.97353	0.958658	1.000	2.27e-06	0.041342	0.99999
K10010	373.0	0.73525	0.610581	1.000	7.30e-06	0.389419	0.999936
K10013	392.1	0.788171	0.72716	1.000	1.17e-05	0.27284	1.00e+00
K10014	374.8	0.704261	0.85281	1.000	4.72e-05	0.14719	0.999941
K10015	283.3	0.99198	0.9841	1.000	0.00e+00	0.01592	1.00e+00
K10016	317.8	0.987325	0.98535	1.000	1.01e-06	0.01465	1.00e+00
K10017	461.8	0.94920	0.90451	1.000	1.26e-07	0.09549	1.00e+00
K10018	288.2	9.68e-01	0.9559	1.000	5.04e-07	0.0441	1.00e+00
K10019	311.7	9.44e-01	0.89447	1.000	0.00e+00	0.10553	1.00e+00
K10020	277.8	9.50e-01	0.9330	1.000	7.55e-07	0.06701	1.00e+00
K10021	452.4	8.13e-01	0.68452	1.000	0.00e+00	0.31548	1.00e+00
K10022	333.8	9.57e-01	0.93231	1.000	6.30e-07	0.06769	1.00e+00
K10023	311.0	9.54e-01	0.9224	1.000	3.78e-07	0.07755	1.00e+00
K10024	331.9	9.42e-01	0.91480	1.000	7.55e-07	0.08520	1.00e+00
K10025	458.4	8.92e-01	0.81223	1.000	2.52e-07	0.18777	1.00e+00
K10027	438.5	0.888309	0.95297	1.000	2.17e-05	0.04703	0.999973
K10036	377.0	0.864553	0.824	1.000	5.67e-06	0.17582	1.00e+00
K10037	281.3	0.977169	0.97985	1.000	1.76e-06	0.02015	1.00e+00
K10038	387.9	0.966535	0.93881	1.000	2.52e-07	0.06119	1.00e+00
K10039	264.6	0.980392	0.98619	1.000	1.64e-06	0.01381	1.00e+00
K10040	239.0	0.955981	0.96046	1.000	5.92e-06	0.03954	0.999989
K10041	407.9	0.88734	0.80421	1.000	5.04e-07	0.19579	1.00e+00
K10094	132.5	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K10107	156.8	0.999149	1.00000	1	1.26e-07	0.00000	1.00e+00
K10108	356.7	0.993525	0.98713	1.000	0.00e+00	0.01287	1.00e+00
K10109	427.4	0.955193	0.91423	1.000	0.00e+00	0.08577	1.00e+00
K10110	247.3	0.99419	0.99612	1.000	5.04e-07	0.00388	1.00e+00
K10111	507.5	0.84776	0.868637	1.000	4.16e-05	0.131363	0.99993
K10112	409.9	0.699809	0.921210	1.000	4.80e-04	0.078790	0.999467
K10117	243.2	0.884556	0.897732	1.000	3.74e-05	0.102268	0.999934
K10118	305.6	0.708900	0.685516	1.000	6.31e-05	0.314484	0.999857
K10119	281.1	0.830517	0.815918	1.000	3.84e-05	0.184082	0.999914
K10120	471.1	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K10121	413.9	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K10122	334.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K10124	322.9	9.97e-01	0.9946	1	0.00e+00	0.00538	1.00e+00
K10188	319.3	9.87e-01	0.97357	1.000	0.00e+00	0.02643	1.00e+00
K10189	358.5	9.86e-01	0.9722	1.000	0.00e+00	0.02778	1.00e+00
K10190	313.1	9.88e-01	0.98605	1.000	2.52e-07	0.0140	1.00e+00
K10191	550.1	8.58e-01	0.75543	1.000	1.26e-07	0.24457	1.00e+00
K10192	314.1	9.89e-01	0.98206	1.000	1.26e-07	0.01794	1.00e+00
K10193	406.2	9.88e-01	0.9755	1.000	0.00e+00	0.0245	1.00e+00
K10194	397.3	9.98e-01	0.99512	1.000	0.00e+00	0.00488	1.00e+00
K10195	604.1	9.85e-01	0.9709	1.000	0.00e+00	0.02907	1.00e+00
K10196	472.7	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K10197	309.4	9.87e-01	0.974	1.000	0.00e+00	0.0256	1.00e+00
K10198	327.0	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K10199	527.5	9.72e-01	0.946	1.000	0.00e+00	0.0541	1.00e+00
K10200	224.2	9.88e-01	0.98246	1.000	1.26e-07	0.01754	1.00e+00
K10201	309.0	9.78e-01	0.95652	1.000	0.00e+00	0.04348	1.00e+00
K10202	302.2	9.66e-01	0.97159	1.000	8.81e-07	0.02841	1.00e+00
K10208	420.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K10209	889.5	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K10227	340.2	0.994854	0.99315	1.000	2.52e-07	0.00685	1.00e+00
K10228	272.2	0.998158	0.99632	1.000	0.00e+00	0.00368	1.00e+00
K10229	275.6	0.996310	0.99265	1.000	0.00e+00	0.00735	1.00e+00
K10232	233.5	9.94e-01	0.99433	1.000	2.52e-07	0.00567	1.00e+00
K10233	331.4	9.98e-01	1.00000	1.000	1.26e-07	0.00000	1.00e+00
K10234	259.8	9.86e-01	0.97492	1.000	1.26e-07	0.02508	1.00e+00
K10235	540.0	9.92e-01	0.99153	1.000	1.26e-07	0.00847	1.00e+00
K10236	472.6	9.96e-01	0.99138	1.000	0.00e+00	0.00862	1.00e+00
K10237	386.8	9.84e-01	0.96930	1.000	0.00e+00	0.03070	1.00e+00
K10238	370.0	9.80e-01	0.9730	1.000	3.78e-07	0.02703	0.999999
K10240	340.2	9.97e-01	0.99675	1.000	1.26e-07	0.00325	1.00e+00
K10241	344.8	9.77e-01	0.96417	1.000	3.78e-07	0.03583	1.00e+00
K10242	329.9	9.89e-01	0.98730	1.000	3.78e-07	0.01270	1.00e+00
K10255	212.6	0.995905	0.99184	1	0.00e+00	0.00816	1.00e+00
K10439	198.7	0.713873	0.827903	1.000	3.23e-04	0.172097	0.999564
K10440	308.5	0.59665	0.635831	1.000	3.20e-04	0.364169	0.999445
K10441	613.7	0.656528	0.658370	1.000	1.79e-04	0.341630	0.999645
K10535	427.6	9.83e-01	1.000	1	1.26e-07	0.0000	1.00e+00
K10537	452.4	0.96707	0.93624	1.000	0.00e+00	0.06376	0.999995
K10538	353.8	0.961373	0.92562	1.000	0.00e+00	0.07438	1.00e+00
K10539	662.3	0.993031	0.9862	1.000	0.00e+00	0.01384	1.00e+00
K10540	261.2	0.974208	0.95108	1.000	1.26e-07	0.04892	1.00e+00
K10541	304.0	0.986523	0.99097	1.000	1.26e-06	0.00903	1.00e+00
K10542	731.2	0.986072	0.97431	1.000	1.26e-07	0.02569	1.00e+00
K10543	328.3	0.976945	0.962157	1.000	1.01e-06	0.03784	0.999994
K10544	403.6	0.953239	0.91857	1.000	1.01e-06	0.08143	0.999990
K10545	616.4	0.688321	0.52587	1.000	2.52e-07	0.47413	0.999943
K10546	322.2	0.977211	0.95886	1.000	2.52e-07	0.04114	1.00e+00
K10547	432.8	0.976570	0.96303	1.000	6.30e-07	0.03697	1.00e+00
K10548	743.9	0.976077	0.96226	1.000	6.30e-07	0.03774	1.00e+00
K10549	352.7	9.82e-01	0.965	1.000	0.00e+00	0.0349	1.00e+00
K10550	443.0	9.93e-01	0.9863	1.000	0.00e+00	0.0137	1.00e+00
K10551	681.7	9.87e-01	0.9747	1.000	0.00e+00	0.0253	1.00e+00
K10552	358.3	9.98e-01	0.99548	1.000	0.00e+00	0.00452	1.00e+00
K10553	396.2	9.98e-01	0.99537	1.000	0.00e+00	0.00463	1.00e+00
K10554	358.4	9.64e-01	0.95763	1.000	8.81e-07	0.04237	1.00e+00
K10559	326.3	9.77e-01	0.97735	1.000	8.81e-07	0.02265	1.00e+00
K10560	323.4	9.59e-01	0.96786	1.000	1.76e-06	0.03214	1.00e+00
K10561	307.4	9.67e-01	0.98246	1.000	1.76e-06	0.01754	1.00e+00
K10562	701.2	9.28e-01	0.86780	1.000	1.26e-07	0.13220	1.00e+00
K10713	224.2	9.60e-01	0.92233	1	0.00e+00	0.07767	1.00e+00
K10714	256.9	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K10716	59.5	0.963625	0.966001	1.000	1.89e-05	0.03400	0.999965
K10823	435.8	0.348568	0.76844	0.999	8.75e-04	0.23156	0.999049
K10824	295.5	0.105217	0.88861	0.999	7.63e-04	0.11139	9.99e-01
K10829	151.0	4.36e-05	1	0.994	5.77e-03	0	9.94e-01
K10831	329.3	0.915938	0.93416	1.000	9.70e-06	0.06584	1.00e+00
K10944	125.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K10945	32.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K10946	90.6	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K10960	228.8	9.98e-01	0.99519	1.000	0.00e+00	0.00481	1.00e+00
K10966	447.9	1.00e+00	1	1	0.00e+00	0	1.00e+00
K10974	218.2	0.98671	0.97824	1	5.04e-07	0.02176	1.00000
K10975	545.3	9.90e-01	0.9795	1	0.00e+00	0.02055	1.00e+00
K10984	229.5	9.60e-01	0.9223	1	0.00e+00	0.0777	1.0e+00
K10985	331.3	1.00e+00	1.000	1	0.00e+00	0.0000	1.00e+00
K10986	369.3	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K11077	304.8	9.59e-01	0.9206	1.000	0.00e+00	0.0794	1.00e+00
K11078	352.8	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K11079	369.4	9.32e-01	0.8732	1.000	0.00e+00	0.1268	1.00e+00
K11080	485.0	6.79e-01	0.5143	1.000	0.00e+00	0.486	1.00e+00
K11081	449.5	9.98e-01	0.99609	1.000	0.00e+00	0.00391	1.00e+00
K11082	307.5	9.88e-01	0.97581	1.000	0.00e+00	0.0242	1.00e+00
K11083	340.2	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K11084	474.8	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K11085	676.1	0.755210	0.731645	1.000	7.07e-05	0.268355	0.999837
K11102	519.7	0.978123	0.96268	1.000	7.56e-07	0.037321	0.999994
K11103	481.9	0.982409	0.966696	1	3.78e-07	0.033304	0.999990
K11104	399.8	9.81e-01	0.96789	1	1.26e-07	0.03211	1.00e+00
K11106	661.4	9.69e-01	0.9395	1	0.00e+00	0.06048	1.00e+00
K11180	294.4	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K11181	339.9	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K11183	723.3	0.540244	0.442557	1.000	2.47e-05	0.5574	0.999905
K11189	22.9	0.702505	0.995359	1	3.87e-04	0.00464	0.999611
K11191	430.5	9.85e-01	0.9713	1.000	0.00e+00	0.0287	1.00e+00
K11192	356.5	9.83e-01	0.9672	1.000	0.00e+00	0.0328	1.00e+00
K11198	965.9	9.47e-01	0.9000	1.000	0.00e+00	0.10000	1.00e+00
K11199	966.1	9.47e-01	0.9000	1.000	0.00e+00	0.10000	1.00e+00
K11200	963.4	9.47e-01	0.90000	1.000	0.00e+00	0.10000	1.00e+00
K11201	628.6	0.787062	0.7430	1.000	7.18e-06	0.257	1.00e+00
K11202	134.9	0.732606	0.78052	1	3.03e-05	0.21948	1.00e+00
K11203	425.5	0.874142	0.77959	1.000	2.52e-07	0.22041	1.00e+00
K11249	119.3	9.95e-01	0.98958	1	0.00e+00	0.01042	1.00e+00
K11250	140.9	0.99640	0.99283	1.000	0.00e+00	0.00717	1.00e+00
K11258	59.3	0.981224	0.9631	1.000	0.00e+00	0.03686	1.00e+00
K11260	74.9	5.46e-01	0.97414	1.000	2.33e-05	0.02586	1.00e+00
K11261	41.2	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K11326	1880.7	1.00e+00	1.000	1.000	0.00e+00	0.0000	1.00e+00
K11328	661.1	9.66e-01	0.9333	1.000	0.00e+00	0.0667	1.00e+00
K11330	427.6	1.00e+00	1.0000	1.000	0.00e+00	0.000	1.00e+00
K11333	409.1	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K11334	511.9	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K11335	547.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K11336	168.7	1.00e+00	1.00	1	0.00e+00	0.00	1.00e+00
K11337	249.8	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K11358	316.4	9.94e-01	0.98710	1.000	0.00e+00	0.01290	0.999999
K11395	367.4	9.71e-01	0.944	1.000	0.00e+00	0.0556	1.00e+00
K11440	530.9	9.93e-01	1.000	1.000	1.26e-07	0.0000	1.00e+00
K11532	484.6	0.792666	0.66118	1	3.78e-07	0.33882	1.00e+00
K11535	602.7	0.891126	0.87624	1	9.19e-06	0.12376	0.999978
K11537	637.4	9.07e-01	0.8292	1	0.00e+00	0.17082	1.00e+00
K11601	441.4	9.20e-01	0.86429	1.000	2.52e-07	0.13571	1.00e+00
K11602	388.6	9.71e-01	0.95000	1.000	1.26e-07	0.0500	1.00e+00
K11603	361.8	8.86e-01	0.81343	1.000	3.78e-07	0.18657	1.00e+00
K11604	474.6	0.975659	0.95248	1.000	0.00e+00	0.04752	1.00e+00
K11605	355.1	0.980866	0.97206	1.000	6.30e-07	0.02794	1.00e+00
K11606	372.2	0.976650	0.95437	1.000	0.00e+00	0.04563	1.00e+00
K11607	374.8	0.975321	0.98998	1.000	2.52e-06	0.01002	1.00e+00
K11616	245.3	1.00e+00	1.0000	1	0.00e+00	0.00000	1.00e+00
K11631	412.2	9.76e-01	0.97596	1.000	6.30e-07	0.02404	1.00e+00
K11632	684.2	9.90e-01	0.99043	1.000	2.52e-07	0.00957	1.00e+00
K11645	275.9	0.86654	0.76451	1	0.00e+00	0.23549	0.999973
K11688	356.3	0.964593	0.9333	1	1.26e-07	0.06667	1.0e+00
K11689	133.4	0.984431	0.99275	1	1.26e-06	0.00725	1.00e+00
K11690	501.5	0.936073	0.88553	1	3.78e-07	0.11447	1.00e+00
K11704	478.9	3.70e-01	0.9455	1.000	2.19e-05	0.0545	1.00e+00
K11705	411.4	3.18e-01	0.9825	1.000	3.01e-05	0.0175	1.00e+00
K11706	331.5	2.44e-01	0.9298	1.000	4.09e-05	0.0702	1.00e+00
K11707	267.6	0.911885	0.91753	1.000	5.79e-06	0.08247	1.00e+00
K11708	252.4	0.828571	0.71047	1.000	2.52e-07	0.28953	1.00e+00
K11709	252.9	0.853503	0.74444	1.000	0.00e+00	0.25556	1.00e+00
K11710	351.2	0.859189	0.78603	1.000	2.52e-06	0.21397	1.00e+00
K11719	51.9	0.997716	0.99829	1	6.30e-07	0.001714	1.00000
K11720	184.9	0.948563	0.919120	1	6.68e-06	0.080880	0.999965
K11725	205.4	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K11732	774.6	9.95e-01	0.9910	1.000	0.00e+00	0.00897	1.00e+00
K11733	665.0	0.988603	0.986521	1.000	1.39e-06	0.013479	0.999997
K11736	853.7	9.96e-01	0.9915	1.000	0.00e+00	0.00855	1.00e+00
K11737	663.0	0.979777	0.965826	1.000	8.81e-07	0.034174	0.999994
K11738	570.5	0.996359	0.99274	1.000	0.00e+00	0.00726	0.999999
K11749	87.4	0.999295	0.998873	1.000	1.26e-07	0.001127	0.999999
K11814	142.6	9.38e-01	0.8831	1.000	0.00e+00	0.1169	1.00e+00
K11815	158.2	9.74e-01	0.9487	1.000	0.00e+00	0.0513	1.00e+00
K11928	353.8	0.902113	0.967780	1.000	3.75e-05	0.032220	0.999956
K11929	555.0	0.95292	0.9101	1	0.00e+00	0.0899	1.0e+00
K11939	107.2	0.996246	0.992521	1.000	0.00e+00	0.007479	0.999999
K11950	700.1	9.91e-01	0.9821	1.000	0.00e+00	0.0179	1.00e+00
K11951	442.1	9.91e-01	0.9818	1.000	0.00e+00	0.0182	1.00e+00
K11952	1194.2	9.91e-01	0.9825	1.000	0.00e+00	0.0175	1.00e+00
K11953	482.5	6.10e-01	0.9420	1.000	9.95e-06	0.0580	1.00e+00
K11954	328.6	9.84e-01	0.9839	1.000	1.26e-07	0.0161	1.00e+00
K11955	292.8	9.46e-01	0.9242	1.000	2.52e-07	0.0758	1.00e+00
K11956	293.4	9.15e-01	0.9375	1.000	1.13e-06	0.0625	1.00e+00
K11957	421.9	9.09e-01	0.8730	1.000	3.78e-07	0.1270	1.00e+00
K11958	389.1	9.06e-01	0.8689	1.000	3.78e-07	0.1311	1.00e+00
K11959	419.7	0.987903	0.976874	1.000	1.26e-07	0.023126	0.999996
K11960	240.8	0.997473	0.995795	1.000	1.26e-07	0.004205	1.00000
K11961	236.9	0.997866	0.99659	1.000	1.26e-07	0.003410	0.999999
K11962	266.3	0.98331	0.988255	1.000	3.27e-06	0.011745	0.99999
K11963	283.6	0.97056	0.96731	1.000	3.90e-06	0.032691	0.99999
K12062	35.0	8.15e-01	0.7417	1	2.64e-06	0.2583	1.00e+00
K12140	30.7	0.997021	0.99801	1	2.52e-07	0.00199	1.00e+00
K12264	783.8	9.92e-01	0.9837	1	0.00e+00	0.01634	1.00e+00
K12265	458.1	9.93e-01	0.9867	1.000	0.00e+00	0.01333	1.00e+00
K12292	1102.5	8.66e-01	0.7632	1.000	0.00e+00	0.2368	1.00e+00
K12368	742.9	0.938761	0.895750	1.000	2.39e-06	0.10425	0.99998
K12369	488.2	0.992774	0.98674	1.000	1.26e-07	0.01326	0.999998
K12370	402.4	0.989380	0.98224	1.000	3.78e-07	0.01776	0.999998
K12371	535.7	0.238425	0.75346	1.000	4.99e-04	0.24654	0.999474
K12372	567.4	0.359150	0.5321	1.000	1.60e-04	0.46794	0.999787
K12511	137.6	0.969757	0.954075	1.000	2.64e-06	0.045925	0.999988
K12545	102.1	1.00e+00	1.00000	1	0.00e+00	0.00000	1.00e+00
K12573	430.7	0.972805	0.957559	1.000	5.04e-06	0.042441	0.999976
K12940	414.7	9.97e-01	0.99419	1.000	0.00e+00	0.00581	1.00e+00
K12941	195.0	0.998106	1.00000	1.000	2.52e-07	0.00000	1.00e+00
K12942	61.5	1.000000	1.00000	1	0.00e+00	0.00000	1.000000
K12962	81.9	0.989498	0.97921	1.000	0.00e+00	0.02079	1.00e+00
K13048	558.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K13051	235.1	0.975177	0.966608	1	2.27e-06	0.033392	0.999993
K13274	853.8	8.60e-01	0.9286	1	1.64e-06	0.0714	1.00e+00
K13275	328.0	9.97e-01	0.9944	1	0.00e+00	0.00559	1.00e+00
K13276	639.7	9.84e-01	0.9789	1.000	1.26e-07	0.0211	1.000000
K13277	478.3	8.44e-01	0.7386	1	1.26e-07	0.2614	1.00e+00
K13280	60.1	0.98134	0.9784	1.000	1.64e-06	0.0216	0.999996
K13282	86.9	0.960417	0.94082	1	1.13e-06	0.05918	1.00e+00
K13283	155.1	0.999190	0.99838	1	0.00e+00	0.00162	1.00e+00
K13378	618.1	0.985507	0.99239	1.000	2.14e-06	0.00761	1.00e+00
K13380	1345.3	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K13409	665.5	0.927512	0.87287	1.000	7.55e-07	0.12713	1.00e+00
K13439	97.5	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K13440	639.4	1.00e+00	1	1	0.00e+00	0	1.00e+00
K13520	623.5	1.00e+00	1.000	1	0.00e+00	0.000	1.00e+00
K13603	245.7	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K13604	554.2	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K13605	535.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K13620	420.5	9.97e-01	0.995	1	0.00e+00	0.00549	1.00e+00
K13629	485.6	9.82e-01	0.9688	1	1.26e-07	0.03125	1.00e+00
K13639	108.7	0.997230	0.994475	1.000	0.00e+00	0.005525	0.999999
K13683	180.4	9.85e-01	0.97585	1.000	1.26e-07	0.0242	1.00e+00
K13684	62.9	9.97e-01	1.00000	1	1.26e-07	0.00000	1.00e+00
K13694	192.9	0.887299	0.87943	1	7.30e-06	0.12057	1.0e+00
K13695	206.0	0.918406	0.86429	1	1.26e-06	0.13571	1.00e+00
K13715	465.1	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K13722	893.6	9.86e-01	1.0000	1	1.26e-07	0.0000	1.00e+00
K13788	514.9	0.992687	0.985480	1.000	0.00e+00	0.01452	0.999997
K13810	630.3	0.877323	0.84892	1.000	1.51e-06	0.151	1.00e+00
K13812	390.9	9.88e-01	0.9762	1.000	0.00e+00	0.0238	1.00e+00
K13820	694.1	9.70e-01	0.9423	1.000	0.00e+00	0.0577	1.00e+00
K13831	384.0	1.00e+00	1.0000	1.000	0.00e+00	0.0000	1.00e+00
K13854	998.2	1.00e+00	1.000	1.000	0.00e+00	0.000	1.00e+00
K13888	365.8	0.958316	0.92220	1.000	3.78e-07	0.07780	0.999988
K13889	544.1	0.989880	0.98175	1.000	1.26e-07	0.01825	0.999999
K13890	421.0	0.974729	0.952	1.000	1.26e-07	0.04762	1.00e+00
K13891	423.0	0.976526	0.95588	1.000	1.26e-07	0.04412	1.00e+00
K13892	956.4	0.948381	0.93610	1.000	2.77e-06	0.06390	1.00e+00
K13936	327.6	9.92e-01	0.9839	1.000	0.00e+00	0.01613	1.00e+00
K13942	581.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.0e+00
K13953	346.7	0.921804	0.876190	1.000	7.56e-06	0.123810	0.999955
K13954	558.2	0.878425	0.78321	1.000	0.00e+00	0.21679	1.00e+00
K13991	74.5	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K13992	48.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K13994	103.7	1.00e+00	1.0	1	0.00e+00	0.0	1.0e+00
K14028	1070.1	9.90e-01	0.9796	1	0.00e+00	0.0204	1.00e+00
K14029	133.4	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K14048	194.3	9.90e-01	0.98077	1	0.00e+00	0.01923	1.00e+00
K14052	232.0	1.00e+00	1.00000	1.000	0.00e+00	0.00000	1.00e+00
K14068	614.0	1.00e+00	1.0000	1	0.00e+00	0.0000	1.0e+00
K14069	294.9	9.90e-01	0.9808	1	0.00e+00	0.0192	1.00e+00
K14070	508.8	1.00e+00	1.0000	1	0.00e+00	0.0000	1.00e+00
K14081	320.2	1.00e+00	1.0000	1.000	0.00e+00	0.00000	1.00e+00
K14082	301.7	9.86e-01	0.9722	1.000	0.00e+00	0.0278	1.00e+00
K14083	31.2	1.000000	1.00000	1	0.00e+00	0.00000	1.00e+00
K14084	285.4	7.81e-01	0.6477	1.000	1.26e-07	0.3523	1.00e+00
K14086	475.8	0.990909	0.98198	1.000	0.00e+00	0.0180	1.000000
K14087	335.3	9.76e-01	1.000	1	2.52e-07	0.000	1.00e+00
K14088	223.3	9.14e-01	0.8519	1.000	1.26e-07	0.1481	1.00e+00
K14089	58.4	9.93e-01	0.9857	1	0.00e+00	0.0143	1.00e+00
K14090	467.9	9.80e-01	0.9740	1.000	1.26e-07	0.0260	1.00e+00
