functional group	relationtype	taxa	taxa_original	taxalevel	reference
aerobic_chemoheterotrophy	taxa	Flavobacteriales Robiginitalea	Flavobacteriales Robiginitalea	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Salegentibacter	Flavobacteriales Salegentibacter	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Sediminicola	Flavobacteriales Sediminicola	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Sediminicola	Flavobacteriales Sediminicola	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
nitrate_reduction	taxa	Flavobacteriales Sediminicola	Flavobacteriales Sediminicola	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Subsaxibacter	Flavobacteriales Subsaxibacter	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Subsaximicrobium	Flavobacteriales Subsaximicrobium	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Tenacibaculum	Flavobacteriales Tenacibaculum	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Tenacibaculum	Flavobacteriales Tenacibaculum	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4, The Bacteroidetes, Spirochaetes, Tenericutes (Mollicutes), Acidobacteria, Fibrobacteres, Fusobacteria, Dictyoglomi, Gemmatimonadetes, Lentisphaerae, Verrucomicrobia, Chlamydiae, and Planctomycetes
aerobic_chemoheterotrophy	taxa	Flavobacteriales Ulvibacter	Flavobacteriales Ulvibacter	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Ulvibacter	Flavobacteriales Ulvibacter	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Wautersiella	Flavobacteriales Wautersiella	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Weeksella	Flavobacteriales Weeksella	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Winogradskyella	Flavobacteriales Winogradskyella	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Yeosuana	Flavobacteriales Yeosuana	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aromatic_hydrocarbon_degradation	taxa	Flavobacteriales Yeosuana	Flavobacteriales Yeosuana	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Zhouia	Flavobacteriales Zhouia	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
aerobic_chemoheterotrophy	taxa	Flavobacteriales Zobellia	Flavobacteriales Zobellia	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
fermentation	taxa	Fusobacteriaceae Cetobacterium	Fusobacteriaceae Cetobacterium	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
fermentation	taxa	Fusobacteriaceae Fusobacterium	Fusobacteriaceae Fusobacterium	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
fermentation	taxa	Fusobacteriaceae Ilyobacter	Fusobacteriaceae Ilyobacter	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
fermentation	taxa	Fusobacteriaceae Propionigenium	Fusobacteriaceae Propionigenium	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
fermentation	taxa	Fusobacteriaceae Propionigenium	Fusobacteriaceae Propionigenium	genus	# Garrity, Brenner, Krieg and Staley (2011) Bergey's Manual of Systematic Bacteriology, vol. 4
dark_iron_oxidation	taxa	Gallionellaceae Gallionella	Gallionellaceae Gallionella	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_respiration	taxa	Gammaproteobacteria Arhodomonas	Gammaproteobacteria Arhodomonas	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
fermentation	taxa	Gammaproteobacteria Catenococcus	Gammaproteobacteria Catenococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_reduction	taxa	Gammaproteobacteria Catenococcus	Gammaproteobacteria Catenococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
nitrate_reduction	taxa	Gammaproteobacteria Chromobacterium	Gammaproteobacteria Chromobacterium	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
aerobic_chemoheterotrophy	taxa	Gammaproteobacteria Cycloclasticus	Gammaproteobacteria Cycloclasticus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aromatic_hydrocarbon_degradation	taxa	Gammaproteobacteria Cycloclasticus	Gammaproteobacteria Cycloclasticus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_reduction	taxa	Gammaproteobacteria Eikenella	Gammaproteobacteria Eikenella	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
anoxygenic_photoautotrophy_S_oxidizing	taxa	Gammaproteobacteria Halorhodospira	Gammaproteobacteria Halorhodospira	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_hydrogen_oxidation	taxa	Gammaproteobacteria Hydrogenovibrio	Gammaproteobacteria Hydrogenovibrio	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
knallgas_bacteria	taxa	Gammaproteobacteria Hydrogenovibrio	Gammaproteobacteria Hydrogenovibrio	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
ureolysis	taxa	Gammaproteobacteria Hydrogenovibrio	Gammaproteobacteria Hydrogenovibrio	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_reduction	taxa	Gammaproteobacteria Ideonella	Gammaproteobacteria Ideonella	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
aerobic_chemoheterotrophy	taxa	Gammaproteobacteria Marinicella	Gammaproteobacteria Marinicella	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Gammaproteobacteria
ureolysis	taxa	Gammaproteobacteria Massilia	Gammaproteobacteria Massilia	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
methanol_oxidation	taxa	Gammaproteobacteria Methylophaga	Gammaproteobacteria Methylophaga	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
methanol_oxidation	taxa	Gammaproteobacteria Methylophaga	Gammaproteobacteria Methylophaga	genus	# Goldberg and Rokem (2013) - Biology of Methylotrophs, ISBN: 9781483100418
aromatic_compound_degradation	taxa	Gammaproteobacteria Microbulbifer	Gammaproteobacteria Microbulbifer	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
cellulolysis	taxa	Gammaproteobacteria Microbulbifer	Gammaproteobacteria Microbulbifer	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
chitinolysis	taxa	Gammaproteobacteria Microbulbifer	Gammaproteobacteria Microbulbifer	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
xylanolysis	taxa	Gammaproteobacteria Microbulbifer	Gammaproteobacteria Microbulbifer	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
nitrate_reduction	taxa	Gammaproteobacteria Morococcus	Gammaproteobacteria Morococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
aerobic_nitrite_oxidation	taxa	Gammaproteobacteria Nitrococcus	Gammaproteobacteria Nitrococcus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
ureolysis	taxa	Gammaproteobacteria Rhizobacter	Gammaproteobacteria Rhizobacter	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Gammaproteobacteria Rhodanobacter	Gammaproteobacteria Rhodanobacter	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Gammaproteobacteria Rhodoferax	Gammaproteobacteria Rhodoferax	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C  and  DOI:10.1099/ijs.0.02298-0  and  DOI:10.1007/BF00243451  and  DOI:10.1007/s002030000140
fermentation	taxa	Gammaproteobacteria Rhodoferax	Gammaproteobacteria Rhodoferax	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
fermentation	taxa	Gammaproteobacteria Rhodoferax	Gammaproteobacteria Rhodoferax	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
photoheterotrophy	taxa	Gammaproteobacteria Rhodoferax	Gammaproteobacteria Rhodoferax	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
ureolysis	taxa	Gammaproteobacteria Rugamonas	Gammaproteobacteria Rugamonas	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_reduction	taxa	Gammaproteobacteria Sutterella	Gammaproteobacteria Sutterella	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2C
dark_sulfide_oxidation	taxa	Gammaproteobacteria Thiomargarita	Gammaproteobacteria Thiomargarita	genus	# Munn (2011) - Marine Microbiology, chapter 4
nitrate_respiration	taxa	Gammaproteobacteria Thiomargarita	Gammaproteobacteria Thiomargarita	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
dark_sulfide_oxidation	taxa	Gammaproteobacteria Thioploca	Gammaproteobacteria Thioploca	genus	# Munn (2011) - Marine Microbiology, chapter 4  and  Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
nitrate_ammonification	taxa	Gammaproteobacteria Thioploca	Gammaproteobacteria Thioploca	genus	# DOI:10.1111/j.1574-6941.1999.tb00585.x  and  DOI:10.1128/AEM.67.12.5530-5537.2001
nitrate_respiration	taxa	Gammaproteobacteria Thioploca	Gammaproteobacteria Thioploca	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
anoxygenic_photoautotrophy_S_oxidizing	taxa	Gammaproteobacteria Thiorhodospira	Gammaproteobacteria Thiorhodospira	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
aerobic_chemoheterotrophy	taxa	Gammaproteobacteria Vitreoscilla	Gammaproteobacteria Vitreoscilla	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
iron_respiration	taxa	Geobacteraceae Geoalkalibacter	Geobacteraceae Geoalkalibacter	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Deltaproteobacteria and Epsilonproteobacteria
manganese_respiration	taxa	Geobacteraceae Geoalkalibacter	Geobacteraceae Geoalkalibacter	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Deltaproteobacteria and Epsilonproteobacteria
sulfur_respiration	taxa	Geobacteraceae Geoalkalibacter	Geobacteraceae Geoalkalibacter	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Deltaproteobacteria and Epsilonproteobacteria
iron_respiration	taxa	Geobacteraceae Geobacter	Geobacteraceae Geobacter	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
iron_respiration	taxa	Geobacteraceae Geobacter	Geobacteraceae Geobacter	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Deltaproteobacteria and Epsilonproteobacteria
aerobic_chemoheterotrophy	taxa	Geodermatophilaceae Blastococcus	Geodermatophilaceae Blastococcus	genus	# Rosenberg, DeLong, Lory, Stackebrandt, Thompson (2014) - The Prokaryotes - Actinobacteria
manganese_oxidation	taxa	Geodermatophilaceae Geodermatophilus	Geodermatophilaceae Geodermatophilus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Geodermatophilaceae Modestobacter	Geodermatophilaceae Modestobacter	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 5
aerobic_chemoheterotrophy	taxa	Gordonia	Gordonia	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 5, Actinobacteria
aromatic_compound_degradation	taxa	Gordonia	Gordonia	genus	# Garrity, Brenner, Krieg and Staley (2012) Bergey's Manual of Systematic Bacteriology, vol. 5
fermentation	taxa	Hafnia	Hafnia	genus	# Volker Mueller (2001) - Bacterial Fermentation, Encyclopedia of life sciences
nitrate_reduction	taxa	Hahellaceae Hahella	Hahellaceae Hahella	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B
fermentation	taxa	Halanaerobiaceae Halanaerobium	Halanaerobiaceae Halanaerobium	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
cellulolysis	taxa	Halanaerobiaceae Halocella	Halanaerobiaceae Halocella	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Halanaerobiaceae Halocella	Halanaerobiaceae Halocella	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Halanaerobiaceae Halocella	Halanaerobiaceae Halocella	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
aerobic_chemoheterotrophy	taxa	Halobacteriales Halobacterium	Halobacteriales Halobacterium	genus	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 1
aerobic_chemoheterotrophy	taxa	Halobacteriales Halobaculum	Halobacteriales Halobaculum	genus	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
chemoheterotrophy	taxa	Halobacteriales Haloferax	Halobacteriales Haloferax	genus	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
aerobic_chemoheterotrophy	taxa	Halobacteriales Halogeometricum	Halobacteriales Halogeometricum	genus	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
aerobic_chemoheterotrophy	taxa	Halobacteriales Haloterrigena	Halobacteriales Haloterrigena	genus	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
aerobic_chemoheterotrophy	taxa	Halobacteriales Natrinema	Halobacteriales Natrinema	genus	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
aerobic_chemoheterotrophy	taxa	Halobacteriales Natronomonas	Halobacteriales Natronomonas	genus	# Bergey's Manual of Systematics of Archaea and Bacteria (2015). Domain: Archaea
fermentation	taxa	Halobacteroidaceae Halanaerobacter	Halobacteroidaceae Halanaerobacter	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Halobacteroidaceae Halobacteroides	Halobacteroidaceae Halobacteroides	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Halobacteroidaceae Halonatronum	Halobacteroidaceae Halonatronum	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Halobacteroidaceae Natroniella	Halobacteroidaceae Natroniella	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
reductive_acetogenesis	taxa	Halobacteroidaceae Natroniella	Halobacteroidaceae Natroniella	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Halobacteroidaceae Orenia	Halobacteroidaceae Orenia	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
fermentation	taxa	Halobacteroidaceae Sporohalobacter	Halobacteroidaceae Sporohalobacter	genus	# Garrity, Brenner, Krieg and Staley (2009) Bergey's Manual of Systematic Bacteriology, vol. 3
hydrocarbon_degradation	taxa	Halomonadaceae Halomonas	Halomonadaceae Halomonas	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
fermentation	taxa	Halomonadaceae Zymobacter	Halomonadaceae Zymobacter	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_sulfide_oxidation	taxa	Halothiobacillaceae Halothiobacillus	Halothiobacillaceae Halothiobacillus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2B, Gammaproteobacteria
dark_sulfur_oxidation	taxa	Halothiobacillaceae Halothiobacillus	Halothiobacillaceae Halothiobacillus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_thiosulfate_oxidation	taxa	Halothiobacillaceae Halothiobacillus	Halothiobacillaceae Halothiobacillus	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_hydrogen_oxidation	taxa	Helicobacteraceae Wolinella	Helicobacteraceae Wolinella	genus	# Garrity, Brenner, Krieg and Staley (2001) Bergey's Manual of Systematic Bacteriology, vol. 2
dark_hydrogen_oxidation	taxa	Helicobacteraceae Wolinella	Helicobacteraceae Wolinella	genus	# Garrity, Brenner, Krieg and Staley (2005) Bergey's Manual of Systematic Bacteriology, vol. 2
